source_text,target_text,source_lang,target_lang,origin,detected_lang
418 418 418 402 402 402 334 334 334 239 x 265 220 mm 360 x 340 317 x 325 212 212 x 250 mm 431 x 443 420 x 417 272 261 x 165 x 165 151 x 151 119 119 x 180 mm+konsola statyczna 431 x 443 420 x 417 272 261 x 250 mm+konsola statyczna 180 mm+dodatkową wkładką styrop.,"""418 x 418 x 402 x 402 x 334 x 334 x 239 x 265 x 220 mm, 360 x 340 mm, 317 x 325 mm, 212 x 212 x 250 mm, 431 x 443 mm, 420 x 417 mm, 272 x 261 x 165 x 165 mm, 151 x 151 mm, 119 x 119 x 180 mm + static console 431 x 443 mm, 420 x 417 mm, 272 x 261 mm + static console 180 mm + additional",ita_Latn,eng_Latn,pdf_mining,pl
Bottom lath*** Type of the box EPS 365 mm with blocking bracket (cm) Max.,Bottom lath type for EPS box: 36.5 cm with blocking bracket (max),ita_Latn,eng_Latn,pdf_mining,en
"heroal roller shutter systems also impress when it comes to energy-efficiency, as they have a positive impact on a building’s heat insula- tion.","Heroal roller shutter systems are also efficient in terms of energy, as they contribute positively to a building's thermal insulation.",ita_Latn,eng_Latn,pdf_mining,en
"heroal roller shutter systems also impress when it comes to energy-efficiency, as they have a positive impact on a building’s heat insula- tion.","Les systèmes de volets roulants Heroal sont également efficaces en matière d'énergie, car ils ont un impact positif sur l'isolation thermique d'un bâtiment.",ita_Latn,fra_Latn,pdf_mining,en
"heroal roller shutter systems also impress when it comes to energy-efficiency, as they have a positive impact on a building’s heat insula- tion.","Los sistemas de rollo Heroal también hacen hincapié en eficiencia energética, ya que tienen un impacto positivo en la aislamiento termal de un edificio.",ita_Latn,spa_Latn,pdf_mining,en
The angle length of 11 mm makes this profile ideal for use with existing balustrades.,The angle length of 11 mm makes this profile suitable for use with existing balustrades.,ita_Latn,eng_Latn,pdf_mining,en
"THE GASKETS SHOWN ARE PART OF OUR STANDARD RANGE OF PRODUCTS, THEY ARE SOLD THROUGH AUTHORISED DISTRIBUTORS OR HARDWARE STORES.","The gaskets shown are part of our standard product range, they are sold through authorized distributors or hardware stores.",ita_Latn,eng_Latn,pdf_mining,de
"THE GASKETS SHOWN ARE PART OF OUR STANDARD RANGE OF PRODUCTS, THEY ARE SOLD THROUGH AUTHORISED DISTRIBUTORS OR HARDWARE STORES.","Les garnitures montrées font partie de notre gamme de produits standard, elles sont vendues par les distributeurs agréés ou par les magasins de bricolage.",ita_Latn,fra_Latn,pdf_mining,de
"THE GASKETS SHOWN ARE PART OF OUR STANDARD RANGE OF PRODUCTS, THEY ARE SOLD THROUGH AUTHORISED DISTRIBUTORS OR HARDWARE STORES.","Las juntas mostradas pertenecen a nuestra gama de productos estándar, se venden a través de distribuidores autorizados o de tiendas de hardware.",ita_Latn,spa_Latn,pdf_mining,de
GROUNDBREAKING CHAMBER CONSTRUCTION The chambers in the PVC-U profiles have been developed using the very latest computational methods.,"""Revolutionary Chamber Construction The chambers in the PVC-U profiles have been developed using the most advanced computational methods.""",ita_Latn,eng_Latn,pdf_mining,en
The associated revision panel and the side caps are optionally included in the scope of delivery.,The associated revision panel and side caps are optionally included in the delivery.,ita_Latn,eng_Latn,pdf_mining,en
A STRONG FINANCIAL STRUCTURE OUR CULTURE HONESTY HIGH PERFORMANCE ECOLOGY DESIGN OUR EMPLOYEES AND CUSTOMERS of responsibility and discipline.,"""Our strong financial structure is based on honesty, high performance, and ecology design. Our employees and customers value responsibility and discipline.""",ita_Latn,eng_Latn,pdf_mining,en
A STRONG FINANCIAL STRUCTURE OUR CULTURE HONESTY HIGH PERFORMANCE ECOLOGY DESIGN OUR EMPLOYEES AND CUSTOMERS of responsibility and discipline.,"""Notre structure financière solide repose sur l'honnêteté, la haute performance et le design écologique. Nos employés et nos clients mettent une grande importance à la responsabilité et à la discipline.""",ita_Latn,fra_Latn,pdf_mining,en
A STRONG FINANCIAL STRUCTURE OUR CULTURE HONESTY HIGH PERFORMANCE ECOLOGY DESIGN OUR EMPLOYEES AND CUSTOMERS of responsibility and discipline.,"""Nuestra estructura financiera fuerte se basa en honestidad, alto rendimiento y diseño ecológico. Nuestros empleados y clientes valoran la responsabilidad y la disciplina.""",ita_Latn,spa_Latn,pdf_mining,en
24 21 17 0053 | 1025 profine GmbH Kömmerling Zweibrücker Straße 200 66954 Pirmasens / Germany Tel. +49 6331 56-0 E-Mail: info@koemmerling.com www.koemmerling.com #KömmerlingForTomorrow,"""24 21 17 0053 | 1025, Profine GmbH, Kömmerling, Zweibrücker Straße 200, 66954 Pirmasens, Germany. Tel. +49 6331 56-0. E-mail: info@koemmerling.com. Website: www.koemmerling.com. #KömmerlingForTomorrow""",ita_Latn,eng_Latn,pdf_mining,de
"Satisfy the highest demands and flexibly adapt to individual installation situations in industrial, commercial and private buildings with the heroal pre-fabricated roller doors.","Meet the highest demands and adapt flexibly to individual installation situations in industrial, commercial and private buildings with Heroal pre-fabricated roller doors.",ita_Latn,eng_Latn,pdf_mining,en
"Satisfy the highest demands and flexibly adapt to individual installation situations in industrial, commercial and private buildings with the heroal pre-fabricated roller doors.","Répondre aux exigences les plus élevées et adapter de manière flexible aux situations d'installation individuelles dans des bâtiments industriels, commerciaux et privés avec les portes rouleaux préfabriquées Heroal.",ita_Latn,fra_Latn,pdf_mining,en
"Satisfy the highest demands and flexibly adapt to individual installation situations in industrial, commercial and private buildings with the heroal pre-fabricated roller doors.","Cumplir con las exigencias más altas y adaptarnos de forma flexible a situaciones de instalación individuales en edificios industriales, comerciales y privados con las puertas de rollo prefabricadas Heroal.",ita_Latn,spa_Latn,pdf_mining,en
"With the shutter width of more than 2 m, use ø 60.","With a shutter width over 2 m, use ø 60.",ita_Latn,eng_Latn,pdf_mining,en
"heroal Ready roller door systems offer economical solutions for private buildings, commerce and industry, can be integrated fully into the architecture, and are easy to operate.","Heroal Ready roller door systems provide cost-effective solutions for private buildings, businesses, and industries. They can be fully integrated into the architecture, and are easy to operate.",ita_Latn,eng_Latn,pdf_mining,en
"heroal Ready roller door systems offer economical solutions for private buildings, commerce and industry, can be integrated fully into the architecture, and are easy to operate.","Les systèmes de portes rouleaux prêtes à usage Heroal offrent des solutions économiques adaptées aux bâtiments privés, aux commerces et à l'industrie. Elles peuvent être intégrées pleinement dans l'architecture et sont faciles à exploiter.",ita_Latn,fra_Latn,pdf_mining,en
"heroal Ready roller door systems offer economical solutions for private buildings, commerce and industry, can be integrated fully into the architecture, and are easy to operate.","Los sistemas de puertas de rollo listas para el uso Heroal ofrecen soluciones económicas adecuadas para edificios privados, comercio y industria. Pueden ser integradas completamente en la arquitectura y son fáciles de operar.",ita_Latn,spa_Latn,pdf_mining,en
31 FLYSCREEN Sliding Flyscreen System Deceuninck has proved its difference with the genuine design of Sliding Flyscreen System which is one of the most significant necessities in the sector.,"The 31 FLYSCREEN Sliding Flyscreen System by Deceuninck stands out with its unique design, a key requirement in the sector for Sliding Flyscreen Systems.",ita_Latn,eng_Latn,pdf_mining,en
31 FLYSCREEN Sliding Flyscreen System Deceuninck has proved its difference with the genuine design of Sliding Flyscreen System which is one of the most significant necessities in the sector.,"Le système de volet roulant Flyscreen 31 de Deceuninck s'est montré différent grâce à sa conception authentique, une exigence majeure dans le secteur en matière de systèmes de volets roulants Flyscreen.",ita_Latn,fra_Latn,pdf_mining,en
31 FLYSCREEN Sliding Flyscreen System Deceuninck has proved its difference with the genuine design of Sliding Flyscreen System which is one of the most significant necessities in the sector.,"El Sistema de Ventanas Roladas Flyscreen 31 de Deceuninck ha demostrado su diferencia con su diseño genuino, una necesidad significativa en el sector de sistemas de ventanas roladas Flyscreen.",ita_Latn,spa_Latn,pdf_mining,en
"It provides the best results in terms of colour stability, gloss retention, weather resistance and UV protection.","It delivers the best results in terms of color stability, gloss retention, weather resistance, and UV protection.",ita_Latn,eng_Latn,pdf_mining,en
"It provides the best results in terms of colour stability, gloss retention, weather resistance and UV protection.","C'est ce qui donne les meilleurs résultats en matière de stabilité des couleurs, de rétention de brillance, de résistance à la météorisation et de protection UV.",ita_Latn,fra_Latn,pdf_mining,en
"It provides the best results in terms of colour stability, gloss retention, weather resistance and UV protection.","Proporciona los mejores resultados en términos de estabilidad de colores, retención de brillo, resistencia al agua y protección UV.",ita_Latn,spa_Latn,pdf_mining,en
Delivery of rails together with the textile assembly.,Delivery of rails along with the textile assembly.,ita_Latn,eng_Latn,pdf_mining,en
3 NEW ACCESSORIES ROKA-THERM® XP is characterised by its well thought-out structure.,"""3 NEW ACCESSORIES ROKA-THERM® XP are characterized by their well thought-out design.""",ita_Latn,eng_Latn,pdf_mining,en
3 NEW ACCESSORIES ROKA-THERM® XP is characterised by its well thought-out structure.,"""3 NOUVEAUX ACCESSOIRES ROKA-THERM® XP sont caractérisés par leur structure bien pensée.""",ita_Latn,fra_Latn,pdf_mining,en
3 NEW ACCESSORIES ROKA-THERM® XP is characterised by its well thought-out structure.,"""3 NUEVOS ACCESSORIOS ROKA-THERM® XP están caracterizados por su bien diseñada estructura.""",ita_Latn,spa_Latn,pdf_mining,en
heroal system solutions are developed and produced in Germany.,Heroal system solutions are developed and produced in Germany.,ita_Latn,eng_Latn,pdf_mining,en
heroal system solutions are developed and produced in Germany.,Les solutions Heroal sont développées et produites en Allemagne.,ita_Latn,fra_Latn,pdf_mining,en
heroal system solutions are developed and produced in Germany.,Las soluciones Heroal son desarrolladas y producidas en Alemania.,ita_Latn,spa_Latn,pdf_mining,en
"• PVC-Dichtungen sind nicht resistent gegen Nitro-, PVC- und Acryllacke WERKSEIGENE PRODUKTIONSKONTROLLE • Kontrolle Wareneingang • Kontrolle der laufenden Produktion • Kontrolle des Endproduktes • Kontrolle der sachgerechten Lagerung INSTALLATION OF SEAL PROFILE • Gasket shouldn’t be elongate during installation • take care of correct installing depth • gasket joints must be executed without gaps • sealing level must not be interrupted • gasket joints must be executed from above • In cover area must be provided a system solution after specifications of the seal manufacturer CORNER FORMATION • Corner formation must be executed without gaps • in case of welded types, the welding distance must be removed • by notched execution the gasket must not be cut com- pletely • the advices of the manufacturer regarding the profile geometry and the needed tools must be observed CARE INSTRUCTIONS • for cleaning the gasket only mild cleaning agents may to be used, no solvents like petrol, turpentine etc. • PVC-gaskets aren’t resistant against Nitro-, PVC and acrylic varnishes IN-HOUSE PRODUCTION CONTROL • Control incoming goods • Control of current production • Control of the end-products • Control of the proper storage The processing and product documentations of PRIMO Profile GmbH must be generally observed.",,ita_Latn,eng_Latn,pdf_mining,en
• Finishing profiles • Glass spacers • Curtain cassettes • Window lightings ADDITIONAL PROFILES • Glass seals • Gaskets for horisontal division • Glass supports • Insulation profiles FACADE CONSTRUCTION QUALITY AND DOCUMENTATION Primo’s production facilities are all certified according to ISO 9001 and ISO 14001.,"""• Finishing profiles • Glass spacers • Curtain cassettes • Additional profiles: Glass seals, Gaskets for horizontal division, Glass supports, Insulation profiles • Facade construction: Quality and documentation Primo's production facilities are certified according to ISO 9001 and ISO 14001.""",ita_Latn,eng_Latn,pdf_mining,en
The huge selection of colours provides countless options for designing the Maxi roller shutter slats.,The vast range of colors offers endless possibilities for designing the Maxi roller shutter slats.,ita_Latn,eng_Latn,pdf_mining,en
"It means that the surface of the profile is 6,25 m2.",The surface area of the profile is 6.25 square meters.,ita_Latn,eng_Latn,pdf_mining,en
"6,0 m2 No.of profiles for 1 m height 28,5 Available colours: 01,02,03,04,08,11,54 CD 400 13,5 51 Aluminium profile with an extremely small coil diameter Technical data: Nominal thickness 13,5 mm Surface area 51,0 mm Max.area.","""Six square meters is the number of profiles for a height of one meter. Available colors: 01, 02, 03, 04, 08, 11, 54. CD 400, 13.5, 51. Aluminum profile with an extremely small coil diameter. Technical data: Nominal thickness 13.5 mm, Surface area 510 mm, Maximum area.""",ita_Latn,eng_Latn,pdf_mining,en
> Possible application of sound-insulating panes up to 58 mm thick that satisfy the requirements > For the highest sound insulation requirements up to 47 dB FOR EVERYONE THAT WANTS TO BE ON THE SAFE SIDE Burglary protection with Kömmerling 88 centre seal The statistics don't lie.,"""Possible use of sound-insulating panes up to 58 mm thick for the highest sound insulation, reaching up to 47 dB. For those who want the best acoustic and security performance, Kömmerling 88 centre seal provides burglary protection. The statistics don't lie.""",ita_Latn,eng_Latn,pdf_mining,en
> Possible application of sound-insulating panes up to 58 mm thick that satisfy the requirements > For the highest sound insulation requirements up to 47 dB FOR EVERYONE THAT WANTS TO BE ON THE SAFE SIDE Burglary protection with Kömmerling 88 centre seal The statistics don't lie.,"""Utilisation possible de panneaux isolants sonores allant jusqu'à 58 mm d'épaisseur, atteignant jusqu'à 47 dB pour les exigences les plus strictes en matière d'isolation acoustique. Pour ceux qui veulent la meilleure performance acoustique et de sécurité, la protection contre les vols avec Kömmerling 88 serrure centrale offre une protection contre les vols. Les statistiques ne mentent pas.""",ita_Latn,fra_Latn,pdf_mining,en
> Possible application of sound-insulating panes up to 58 mm thick that satisfy the requirements > For the highest sound insulation requirements up to 47 dB FOR EVERYONE THAT WANTS TO BE ON THE SAFE SIDE Burglary protection with Kömmerling 88 centre seal The statistics don't lie.,"""Posible aplicación",ita_Latn,spa_Latn,pdf_mining,en
· To include the consideration of environmental issues in all business strategies and initiatives.,To consider environmental issues in all business strategies and initiatives.,ita_Latn,eng_Latn,pdf_mining,en
· To include the consideration of environmental issues in all business strategies and initiatives.,Penser aux enquêtes environnementales dans toutes les stratégies et initiatives d'entreprise.,ita_Latn,fra_Latn,pdf_mining,en
· To include the consideration of environmental issues in all business strategies and initiatives.,Tener en cuenta los temas ambientales en todas las estrategias y iniciativas empresariales.,ita_Latn,spa_Latn,pdf_mining,en
"They will not rot, warp nor corrode, even in tropical and salty coastal climates.","They will not rot, warp nor corrode, even in tropical and salty coastal climates.",ita_Latn,eng_Latn,pdf_mining,en
"AT A GLANCE > Continuous, even supply of fresh air > Reduces air humidity and the risk of mould > Easy to retrofit > Invisible from indoors and outdoors when the window is closed, because it is integrated into the outer frame rebate > Easy to clean > Tested sound insulation up to 43 dB (STC 4) > Tightness against driving rain and passage of air as per DIN and EU standards > Ventilation as per DIN 1946-6 19 18 VENTILATION AS IF BY MAGIC Kömmerling 76 double seal ClimaTec Plus ClimaTec Plus ensures good air, almost by itself.","At a Glance > Continuous, even supply of fresh air > Reduces air humidity and the risk of mold > Easy to retrofit > Invisible from indoors and outdoors when the window is closed, due to integration into the outer frame rebate > Easy to clean > Sound insulation tested up to 43 dB (STC 4) > Tightness against driving rain and air passage according to DIN and EU standards > Ventilation according to DIN 1946-6 19 > Magic-like ventilation by Kömmerling 76 double seal ClimaTec Plus > ClimaTec Plus ensures good air quality almost automatically.",ita_Latn,eng_Latn,pdf_mining,en
"AT A GLANCE > Continuous, even supply of fresh air > Reduces air humidity and the risk of mould > Easy to retrofit > Invisible from indoors and outdoors when the window is closed, because it is integrated into the outer frame rebate > Easy to clean > Tested sound insulation up to 43 dB (STC 4) > Tightness against driving rain and passage of air as per DIN and EU standards > Ventilation as per DIN 1946-6 19 18 VENTILATION AS IF BY MAGIC Kömmerling 76 double seal ClimaTec Plus ClimaTec Plus ensures good air, almost by itself.",À première vue > Approvisionnement continu et régulier d'air frais > Réduit l'humidité de l'air et le risque de mousse > Facile à rétrofitter >,ita_Latn,fra_Latn,pdf_mining,en
"In combination with the additional pane, this means greater thermal and sound insulation and therefore even better energy efficiency.","With the extra pane added, this results in improved thermal and sound insulation, leading to increased energy efficiency.",ita_Latn,eng_Latn,pdf_mining,en
"In combination with the additional pane, this means greater thermal and sound insulation and therefore even better energy efficiency.","Ajouté un panneau supplémentaire, cela signifie une meilleure isolation thermique et acoustique et donc une efficacité énergétique encore meilleure.",ita_Latn,fra_Latn,pdf_mining,en
"In combination with the additional pane, this means greater thermal and sound insulation and therefore even better energy efficiency.","Añadido un vidrio adicional, esto significa una mejor aislación térmica y acústica y por lo tanto una eficiencia energética still better.",ita_Latn,spa_Latn,pdf_mining,en
27 26 Features Attractive colour la- minate variants with a wood and stone finish as well as plan colours Simple manufacture Can be machined with all woodworking tools Quick to fix Very good bonding Lightweight Moisture-resistant Chemical-resistant Scratch- and abrasion-resistant Not susceptible to hairline cracks Easy to clean Resistant to mould and termites Excellent durability For indoor use only 100% recyclable Delivery programme Variant Method Dimensions (mm) Thicknesses (mm) Decor / Structure Piece / pallet KömaStyle Lamination 2500 x 1250 8 Standard 40 KömaStyle (KömaCel) Digital printing 2600 x 1250 8 Standard 50 KömaStyle (Aluminium composite) Digital printing 2500 x 1250 3 Standard 50 Protective film on both sides.,"This product features 27 attractive color variants, including wood and stone finishes, as well as plain colors. It has a simple manufacturing process and can be machined with all woodworking tools. It is quick to install, has good bonding, is lightweight, moisture-resistant, chemical-resistant, scratch- and abrasion-resistant, not susceptible to hairline cracks, easy to clean, resistant to mold and termites, and has excellent durability. It is intended for indoor use only and is 100% recyclable. Delivery program: Variant Method - Dimensions (mm) / Thicknesses (mm) / Decor / Structure / Piece / pallet.",ita_Latn,eng_Latn,pdf_mining,en
The gasket will be installed until around 20 cm before the highest corner of the window.,The gasket will be installed approximately 20 cm below the highest point of the window.,ita_Latn,eng_Latn,pdf_mining,en
"MAXIMUM WIND RESISTANCE Due to our high - quality material properties and gasket technology, Deceuninck windows and doors are ideal for installation in seaside locations and areas with extreme wind exposure.","""Maximum Wind Resistance. Due to our high-quality material properties and gasket technology, Deceuninck windows and doors are ideal for installation in seaside locations and areas with extreme wind exposure.""",ita_Latn,eng_Latn,pdf_mining,en
The advantage of this switch is undoubtedly that it is not necessary to hold the switch while raising or lowering the armoured roller shutter.,The advantage of this switch is that it is not necessary to hold it while raising or lowering the armored roller shutter.,ita_Latn,eng_Latn,pdf_mining,en
The advantage of this switch is undoubtedly that it is not necessary to hold the switch while raising or lowering the armoured roller shutter.,L'avantage de ce interrupteur est qu'il n'est pas nécessaire de le tenir lorsque l'on souleve ou abbasse la grille blindée.,ita_Latn,fra_Latn,pdf_mining,en
The advantage of this switch is undoubtedly that it is not necessary to hold the switch while raising or lowering the armoured roller shutter.,La ventaja de este interruptor es que no es necesario mantenerlo presionado mientras se levanta o baja la persiana blindada.,ita_Latn,spa_Latn,pdf_mining,en
2 Refined details The outer integrated box end rail has been designed to be even more stable.,The design of the outer integrated box end rail has been refined for increased stability.,ita_Latn,eng_Latn,pdf_mining,en
"Today, tomorrow and beyond.","Today, tomorrow and beyond.",ita_Latn,eng_Latn,pdf_mining,en
"Doors can be pushed aside very easily, creating ample space to move through and entertain during those special family occasions.","Doors can be easily moved aside, providing plenty of space to move through and entertain during special family occasions.",ita_Latn,eng_Latn,pdf_mining,en
"We exert efforts for continuous improvements during all our business phases, relying on our passion for reaching perfection and we successfully continue our path without deviation from our values and vision.","We put in consistent effort for continuous improvements in all our business phases, relying on our passion for achieving perfection. We continue this path successfully without deviating from our values and vision.",ita_Latn,eng_Latn,pdf_mining,en
"We exert efforts for continuous improvements during all our business phases, relying on our passion for reaching perfection and we successfully continue our path without deviation from our values and vision.","Nous faisons des efforts continus pour des améliorations continues durant toutes nos phases d'affaires, reposant sur notre passion pour atteindre la parfaite perfection. Nous continuons ce chemin avec succès sans déviation de nos valeurs et visions.",ita_Latn,fra_Latn,pdf_mining,en
"We exert efforts for continuous improvements during all our business phases, relying on our passion for reaching perfection and we successfully continue our path without deviation from our values and vision.","Trabajamos con esfuerzo continuo en las fases de todos nuestros negocios, apoyándonos en nuestra pasión por alcanzar la perfección. Continuamos con éxito este camino sin desviarnos de nuestros valores y visión.",ita_Latn,spa_Latn,pdf_mining,en
"area [m²] 6.2 8.0 7.0 7.0 9.0 12.0 Insect screen Integrated possible yes yes yes yes no no Coupled elements possible yes yes yes yes no no Hailstorm class (rod system) 4 4 4 3 5 5 Power unit Motor, belt, cord Motor Smart Home yes heroal Ready security roller shutter systems System and performance characteristics heroal Ready RS 37 SL heroal Ready RS 37 RC 2 heroal Ready RS 37 RC 3 Box system FMR, FME, FMB FMS FMS Box sizes [mm] 150 - 230 205 205 Box shapes 20°, 45°, 90°, HC 45° 45° Roller shutter slat RS 37 SL RS 37 RC 2 RS 37 RC 3 Security level Stage 2 Stage 3 Stage 4 Max.","Area: 6.2 m², 8.0 m², 7.0 m², 7.0 m², 9.0 m², 12.0 m² Insect screen: Integrated - yes, yes, yes, yes, no, no. Coupled elements: yes, yes, yes, yes, no, no. Hailstorm class (rod system): 4, 4, 4, 3, 5, 5. Power unit: Motor, belt, cord - Motor Smart Home: yes, heroal Ready: security roller shutter systems: System and performance characteristics: heroal Ready RS 37 SL, heroal Ready RS 37 RC 2, heroal Ready RS 37 RC 3. Box system: FMR, FME, FMB, FMS. Box sizes [mm]: 150",ita_Latn,eng_Latn,pdf_mining,en
"The motor also reacts when the armoured shutter is frozen, for which a lock sensor with reversion is responsible.",The motor also responds when the armored shutter is frozen. A reversing lock sensor is responsible for this.,ita_Latn,eng_Latn,pdf_mining,en
"in warehouses or garages > Box, partition and front walls etc. Indoors and outdoors > Non-visible support structures > Non-visible housing parts Dimensions in mm (length x width) Thickness (mm) 4400 x 1000 2 - 6 3000 x 1000 8 / 10 / 12 / 15 / 20 / 25 / 30 4400 x 1220 2 - 6 4400 x 1500 2 - 6 3000 x 1500 8 / 10 / 12 / 15 / 20 / 25 / 30 Enviro Solid Delivery programme 24 25 24 25 KömaStyle ® Wall cladding system for modern interior design Your bathroom tiles have seen better days and your rear shower wall could use a style update?","In warehouses or garages: Indoors and outdoors, non-visible support structures and housing parts. Dimensions in mm:",ita_Latn,eng_Latn,pdf_mining,en
"For very large elements and with versatile equipment options as well as maximum environmental and weather resistance, the heroal RD 75 roller door is the best option.","For very large elements and with versatile equipment options, as well as maximum environmental and weather resistance, the heroal RD 75 roller door is the most suitable option.",ita_Latn,eng_Latn,pdf_mining,en
"For very large elements and with versatile equipment options as well as maximum environmental and weather resistance, the heroal RD 75 roller door is the best option.","Pour des éléments très larges et équipements polyvalents, ainsi qu'une résistance environnementale et météorologique maximale, la porte rouleau heroal RD 75 est la meilleure solution.",ita_Latn,fra_Latn,pdf_mining,en
"For very large elements and with versatile equipment options as well as maximum environmental and weather resistance, the heroal RD 75 roller door is the best option.","Para elementos muy grandes y con opciones de equipamiento versátiles, además de una resistencia ambiental y meteorológica máxima, la puerta de rollo heroal RD 75 es la opción ideal.",ita_Latn,spa_Latn,pdf_mining,en
They provide the PVC-U profiles with the maximum protection and reduce the adhesion of dirt particles.,They ensure maximum protection for PVC-U profiles and minimize the adherence of dirt particles.,ita_Latn,eng_Latn,pdf_mining,en
"These tolerances are essential to permit expansion and contraction of the PVC-U frame • The table shown in fig.2 should be used to determine the appropriate tolerance • Wider tolerances are necessary for larger frames and those made from non-white profile, particularly darker colours • Once the tolerance is deducted and allowances made for such things as stub-cills or frame add-ons, the remaining sizes are the frame ‘manufacturing’ sizes 121 7.","These tolerances are crucial to allow for the expansion and contraction of the PVC-U frame. - The table depicted in fig.2 should be employed to establish the suitable tolerance. - Wider tolerances are necessary for larger frames and those made from non-white profiles, particularly darker hues. - After the tolerance has been subtracted and adjustments have been made for elements such as stub-cills or frame add-ons, the remaining dimensions represent the frame’s ‘manufacturing’ sizes: 121.7 mm.",ita_Latn,eng_Latn,pdf_mining,en
"These tolerances are essential to permit expansion and contraction of the PVC-U frame • The table shown in fig.2 should be used to determine the appropriate tolerance • Wider tolerances are necessary for larger frames and those made from non-white profile, particularly darker colours • Once the tolerance is deducted and allowances made for such things as stub-cills or frame add-ons, the remaining sizes are the frame ‘manufacturing’ sizes 121 7.",Ces tolérances sont indispensables pour permettre l'élasment et la rétraction du cadre PVC-U. - La table figurant en fig.2 devrait être utilisée pour déterminer la tolérance appropriée. - Des tolérances plus larges sont nécessaires pour des cadres plus grands et ce,ita_Latn,fra_Latn,pdf_mining,en
Frames over 3.0m should be constructed using a coupling profile with provision for expansion.,Frames over 3.0m in length should be constructed using a coupling profile allowing for expansion.,ita_Latn,eng_Latn,pdf_mining,en
"curtain surface: 6,5 m² 6,5 m² 8,0 m² Weight per 1 m²: 2,8 kg 2,9 kg 3,0 kg perforated not perforated perforated not perforated perforated not perforated PA - 39 X23 ANTRACITE PA - 39 X15 CREAM WHITE PA - 39 X48 GOLDEN OAK PA - 39 X13 GREEN PA - 39 X16 IVORY PA - 39 X22 MAHOGANY PA - 39 X09 BROWN PA - 39 X08 DARK BROWN PA - 39 X54 WINCHESTER PA - 39 X34 WENGE PA - 39 X20 BLACK PA - 39 X07 LIGHT GREY PA - 39 X19 BORDOUX PA - 39 X30 WALNUT PA - 39 X01 SILVER PA - 39 X02 WHITE PA - 39 X03 GREY PA - 39 X04 DARK BEIGE PA - 39 X05 BEIGE PA - 39 X26 STEEL OLIVE PA - 39 X27 BASALT GRAY PA - 45 X15 CREAM WHITE PA - 45 X23 ANTRACITE PA - 45 X48 GOLDEN OAK PA - 45 X13 GREEN PA - 45 X16 IVORY PA - 45 X22 MAHOGANY PA - 45 X09 BROWN PA - 45 X08 DARK BROWN PA - 45 X07 LIGHT GREY PA - 45 X19 BORDOUX PA - 45 X30 WALNUT PA - 45 X01 SILVER PA - 45 X02 WHITE PA - 52 X03 GREY PA - 45 X04 DARK BEIGE PA - 45 X05 BEIGE PA - 45 X26 STEEL OLIVE PA - 52 X15 CREAM WHITE PA - 52 X16 IVORY PA - 52 X23 ANTRACITE PA - 52 X30 WALNUT PA - 52 X48 GOLDEN OAK PA - 52 X09 BROWN PA - 52 X01 SILVER PA - 52 X02 WHITE PA - 52 X05 BEIGE PA - 52 X07 LIGHT GREY PA - 52 X08 DARK BROWN PA - 52 X26 STEEL OLIVE PA - 45 X03 GREY Texture of Colours – golden oak, walnut, winchester, mahogany, wenge – may be different.","""Curtain surface: 6.5 m², 8 m² (for some variations)",ita_Latn,eng_Latn,pdf_mining,en
Requires the use of hangers with a lock.,Requires the use of hangers with a locking mechanism.,ita_Latn,eng_Latn,pdf_mining,en
width (mm) 3500 3000 3300 4000 3700 3500 3500 3500 4500 4500 5000 4200 5000 5500 Max.,"Width (mm) : 3500, 3000, 3300, 4000, 3700, 3500, 3500, 3500, 4500, 4500, 5000, 4200, 5000, 5500 Max.",ita_Latn,eng_Latn,pdf_mining,so
"Errors, changes and misprints excepted.","""Errors, changes and typos excluded.""",ita_Latn,eng_Latn,pdf_mining,en
"This is particularly practical, even if you are on holiday or away from home for a long time during the day, for example.","This is particularly convenient, even if you are on vacation or away from home for an extended period during the day.",ita_Latn,eng_Latn,pdf_mining,en
"It is simple to install and adjust the limit position, no manual adjustment is required.","It is easy to install and set the limit position, no manual adjustment is needed.",ita_Latn,eng_Latn,pdf_mining,en
"They are compatible with the panel caps of the heroal FMR, heroal FME, heroal FMB and heroal FMC panel box systems.","They are compatible with the heroal FMR, heroal FME, heroal FMB, and heroal FMC panel cap systems.",ita_Latn,eng_Latn,pdf_mining,en
"Colours for bottom lath of mosquito-net: silver (01), white (02), grey (03), light beige (05), dark brown (08), light brown (09), ivory (16), anthracite (23) Powder coated: dark beige(04), light grey(07), green(13), biel kremowa(15), bordoux(19), black(20), steel olive(26), basalt grey (27) Powder coated: according to RAL Colour Chart ZSKM End cap for aluminium guide mosquito net channel Guide Bottom lath Bottom lath 70€/pc.","Colors for the bottom lathes of the mosquito net: silver (01), white (02), grey (03), light beige (05), dark brown (08), light brown (09), ivory (16), dark beige (04), light grey (07), green (13), beige creme (15), burgundy (19), black (20), olive green (26), basalt grey (27) - Powder coated: dark beige (04), light grey (07), green (13), beige creme (15), burgundy (19), black (20), olive green (26), basalt grey (27) according to RAL Color Chart. ZSKM End cap for aluminum guide mosquito net channel. Guide bottom lathe. €70/pc.",ita_Latn,eng_Latn,pdf_mining,en
"Our AC 0500 can be used to replace the gaskets shown, among others.","Our AC 0500 can be used to replace those gaskets, among others.",ita_Latn,eng_Latn,pdf_mining,en
